delay,heading,ramp_inclinaison,motor_name,radius,mass,inertia,center_of_mass_without_motor,cone_length,rocket_length,fin_cat,number_of_ailerons,root_chord,tip_chord,span,fins_pos,fin_inclinaison,drag_coeff,trigger,rocket_id,trajectory_file
1,33.031657436401446,85.86383576030924,Pro75M1670,0.06476690400729382,23.221049748661876,"(19.718590236096727, 19.718590236096727, 0.08992545716272066)",1.060191984198739,0.26467070977458784,1.6955281445092756,trapezoidal,3,0.2143653706605133,0.11195005855647171,0.10925801798468499,0.08673135436099488,0.0,1.113323671523026,apogee,rocket_0011,dataset\trajectories\rocket_0011_trajectory.csv
4,100.2093199901167,85.93806167470454,Pro54-5G Barasinga,0.13881732339556857,15.648392440179883,"(8.003075911110995, 8.003075911110995, 0.057168336903409445)",1.4046822191234956,0.5236801462654241,2.0460976857610778,trapezoidal,4,0.15073865246533127,0.06272126936797544,0.14956501680242584,0.04472378470497378,0.0,1.102436746983268,apogee,rocket_0012,dataset\trajectories\rocket_0012_trajectory.csv
1,77.27693384422193,86.82104459347138,Pro75-3G,0.05554873245962484,12.1839304231724,"(6.567680509405907, 6.567680509405907, 0.052041238021496586)",1.238564399449863,0.47851852546570234,1.7142369132738902,trapezoidal,3,0.2413180416428009,0.14633729134925513,0.11562200762679083,0.03850427469614725,0.0,1.187870078722911,apogee,rocket_0013,dataset\trajectories\rocket_0013_trajectory.csv
5,183.32507611115085,88.60173304245657,Pro54-5G Barasinga,0.13950538743790555,24.80731302111689,"(22.803432854851593, 22.803432854851593, 0.030244561664041804)",2.1029159747920554,0.41477696619796234,2.6998995591455324,elyptique,4,0.318557844285625,0.17087916027368918,0.2469333092802286,0.08707840000646197,0.0,0.9327858912018733,apogee,rocket_0014,dataset\trajectories\rocket_0014_trajectory.csv
9,126.7374502084545,84.50954068694605,Pro75M1670,0.044668593101203094,21.60633930664978,"(17.294473372404813, 17.294473372404813, 0.05218560524766465)",1.1693050408959331,0.25861238017169363,1.5982065077293293,elyptique,3,0.33411299709241266,0.12850725741184618,0.12435354454374893,0.02760311116266271,0.0,1.0134162182084925,apogee,rocket_0015,dataset\trajectories\rocket_0015_trajectory.csv
2,298.0519308560117,87.37542512483027,Pro54-5G Barasinga,0.06616777655653533,13.913200085671143,"(7.430363640926372, 7.430363640926372, 0.0645495315303674)",1.0022726083328526,0.5230590427878031,1.7783521894838898,elyptique,3,0.308290274181903,0.15615616640482557,0.21426115066991827,0.00914888152196154,0.0,1.000088324409054,apogee,rocket_0016,dataset\trajectories\rocket_0016_trajectory.csv
10,265.568152564413,88.5754030113872,Pro75-3G,0.13945500148586953,19.693124615553806,"(25.86399273981852, 25.86399273981852, 0.0903713603557543)",1.4211473781684067,0.3457710908313752,1.9869259628084064,trapezoidal,4,0.19333942500661772,0.1532183990584896,0.19058362300578044,0.014167669207285061,0.0,0.8604926286641846,apogee,rocket_0017,dataset\trajectories\rocket_0017_trajectory.csv
4,28.934756868166964,88.87592533301036,Pro75-3G,0.06910284382965626,11.394943041981298,"(11.399269709172575, 11.399269709172575, 0.030700767855828686)",0.8798138977854273,0.4923756898533252,1.7230855318157265,elyptique,4,0.29990098453706815,0.0974312388125499,0.11724223261269533,0.015648142775667208,0.0,1.1864840464176705,apogee,rocket_0018,dataset\trajectories\rocket_0018_trajectory.csv
4,195.3167610392679,86.49300507053988,Pro75M1670,0.13345904970648423,8.27009351731962,"(10.952181225748829, 10.952181225748829, 0.013090974152650304)",1.3299788961786962,0.2237361755602803,1.8309618658561144,elyptique,4,0.33044070097605915,0.11089956267171056,0.1781746028299458,0.05694561748346249,0.0,1.0361329705811804,apogee,rocket_0019,dataset\trajectories\rocket_0019_trajectory.csv
5,287.0539976796245,85.01495521685987,Pro75M1670,0.0919640668362299,22.17606760283268,"(17.11230761810685, 17.11230761810685, 0.08969206234387887)",1.042886601700768,0.5575747336820576,1.9740375264980452,elyptique,4,0.19667802859543476,0.06521236155445839,0.17282709172701918,0.09792302688182995,0.0,0.9520152676104079,apogee,rocket_0020,dataset\trajectories\rocket_0020_trajectory.csv
7,113.74148125223728,86.38122942588953,Pro54-5G Barasinga,0.06978033098328441,19.002771779841495,"(20.7265726431043, 20.7265726431043, 0.06474339510542962)",1.3829723538415741,0.5483754940995669,1.8605212342360427,trapezoidal,3,0.27328313804470233,0.09257056699750768,0.17251344105829153,0.022269512558109186,0.0,1.0300805291688648,apogee,rocket_0021,dataset\trajectories\rocket_0021_trajectory.csv
2,340.66734912505837,86.28190009859914,Pro75M1670,0.09895802830252204,23.028988344548566,"(23.928653456742097, 23.928653456742097, 0.08277795197514087)",2.2549844932851464,0.38674102494279305,2.855550784580143,elyptique,4,0.29784613249319897,0.18612871670756376,0.14184851980941238,0.010059380526751417,0.0,0.9871758173536972,apogee,rocket_0022,dataset\trajectories\rocket_0022_trajectory.csv
4,36.606092899700975,86.63132185756959,Pro75M1670,0.09861072217244266,24.541622695639575,"(29.057897189962862, 29.057897189962862, 0.06681719143849381)",1.5434072332650335,0.5208931167118498,2.9209001702716644,elyptique,4,0.22606675883865784,0.1704780417348637,0.1737199150636391,0.05327325861983365,0.0,0.8512527446692969,apogee,rocket_0023,dataset\trajectories\rocket_0023_trajectory.csv
9,238.01383361708255,88.24043444919555,Pro75M1670,0.049880120594095516,6.447448940831356,"(6.278124985578675, 6.278124985578675, 0.020484833481125942)",1.0347272109641323,0.20880423656459787,1.5945628300126946,elyptique,3,0.1558973152403764,0.06508665402446369,0.10789349187103767,0.03742163517388523,0.0,1.1264341450570619,apogee,rocket_0024,dataset\trajectories\rocket_0024_trajectory.csv
8,191.9321843809763,87.86129010984216,Pro75-3G,0.12327181441787322,11.60842312198344,"(16.186461154547448, 16.186461154547448, 0.017568286411930444)",1.6958687639452241,0.2405095404978165,2.1543908538475143,elyptique,4,0.18598294183717134,0.05015523852234996,0.12111179409225058,0.08812779002289711,0.0,1.1149399585766944,apogee,rocket_0025,dataset\trajectories\rocket_0025_trajectory.csv
4,144.025257170713,85.52874187974207,Pro54-5G Barasinga,0.08512910905003779,7.624220264287933,"(9.653464945035278, 9.653464945035278, 0.009551123170046135)",1.3139876379949609,0.5381368411678493,1.7955948952107716,trapezoidal,4,0.15252230524716195,0.06876441615915724,0.12516987737179172,0.01425033977006257,0.0,1.1636649856305956,apogee,rocket_0026,dataset\trajectories\rocket_0026_trajectory.csv
9,17.94434812585719,84.29794286084726,Pro54-5G Barasinga,0.08255854327538112,13.215110859301165,"(8.246337869443026, 8.246337869443026, 0.027933146986164344)",2.216566651368434,0.2022078756520152,2.7925772804594313,trapezoidal,3,0.30232986479957624,0.08749949920906813,0.2121015625799537,0.029622526116882875,0.0,1.0281645301877602,apogee,rocket_0027,dataset\trajectories\rocket_0027_trajectory.csv
9,251.17558221490478,84.21623170531089,Pro75M1670,0.11536313070948734,9.389672949853766,"(4.834891679526666, 4.834891679526666, 0.04507114681974293)",1.6210222224938242,0.35231874012593434,2.874555035657644,trapezoidal,4,0.3109625765997541,0.2160850105413445,0.2294932891542407,0.018299827935959922,0.0,1.149477509533467,apogee,rocket_0028,dataset\trajectories\rocket_0028_trajectory.csv
5,31.625374129869872,87.11495211341061,Pro75M1670,0.10006251175144591,18.53520337931461,"(25.857630902552497, 25.857630902552497, 0.02292644350286446)",1.3998212490868382,0.5417138373312284,1.8062126509542193,elyptique,3,0.20318131042605964,0.08826881923797414,0.14655541152409926,0.07727933358173188,0.0,0.9711984044299835,apogee,rocket_0029,dataset\trajectories\rocket_0029_trajectory.csv
7,265.6868512463001,85.85428478911041,Pro75M1670,0.14375717514887107,18.107118809543923,"(24.60229211180976, 24.60229211180976, 0.046737004304246266)",1.030131619271224,0.517915711656006,1.8095104389008887,trapezoidal,4,0.16204827291838253,0.05626994576849639,0.2238548305964034,0.04839796771814177,0.0,1.1515234286843619,apogee,rocket_0030,dataset\trajectories\rocket_0030_trajectory.csv
1,342.3411720501292,87.14806937205923,Pro75M1670,0.12357750752719063,11.822857894604454,"(10.164453406421181, 10.164453406421181, 0.029072559389044662)",1.6738826103740059,0.2838385389360211,2.884919777034031,elyptique,4,0.25788731492824174,0.10613589990549002,0.20312231394391517,0.015321750185635431,0.0,1.169610503547089,apogee,rocket_0031,dataset\trajectories\rocket_0031_trajectory.csv
4,280.0999626304907,87.76632800737319,Pro75M1670,0.054480773399100985,6.983450798812012,"(8.750936949791283, 8.750936949791283, 0.012490726119491737)",1.1516665669648698,0.4788757921724464,2.0892322873200198,trapezoidal,3,0.23868098280289796,0.14120340525950786,0.24673688969032828,0.06374622129366106,0.0,0.9682744775029664,apogee,rocket_0032,dataset\trajectories\rocket_0032_trajectory.csv
6,276.4750785090146,87.2299063814101,Pro54-5G Barasinga,0.0747032801253697,15.198678043766655,"(10.122823701876097, 10.122823701876097, 0.0616350624423468)",0.9413913191159184,0.29078376004217893,1.633648319816606,trapezoidal,3,0.21764865243300324,0.16048664595640624,0.1964321592046554,0.038774561467160386,0.0,1.1782993086209914,apogee,rocket_0033,dataset\trajectories\rocket_0033_trajectory.csv
4,2.179619279822229,88.07325547254233,Pro75M1670,0.10241421611316517,18.668038402502827,"(11.633218402121186, 11.633218402121186, 0.04854862908491381)",1.8172517346759456,0.4571534869565539,2.328011820264297,trapezoidal,4,0.20429356096031978,0.1471676713619833,0.23932358535354514,0.04863944130219793,0.0,1.023034015215528,apogee,rocket_0034,dataset\trajectories\rocket_0034_trajectory.csv
5,216.64589997898295,86.17983627719269,Pro75-3G,0.11268287713092615,24.92611481862906,"(16.101693317329296, 16.101693317329296, 0.049923254404190626)",1.3442745239044478,0.3377455832002842,1.8464133944678243,elyptique,3,0.3152750511041479,0.18571215338942582,0.24905623472807412,0.06726496839868637,0.0,0.8849660052531207,apogee,rocket_0035,dataset\trajectories\rocket_0035_trajectory.csv
4,140.81617384564865,87.057815425872,Pro75-3G,0.04213690153143893,6.020116802890376,"(4.95803589865138, 4.95803589865138, 0.02950625136664404)",1.398369540626917,0.21039110495518254,2.545697136032418,trapezoidal,3,0.18541035257243507,0.12999422711390224,0.16968492320194217,0.0931406444113769,0.0,1.1557328086946024,apogee,rocket_0036,dataset\trajectories\rocket_0036_trajectory.csv
4,198.16190239869854,86.24554155540518,Pro54-5G Barasinga,0.09098413074887618,5.18595332427612,"(3.3653942192654682, 3.3653942192654682, 0.014487521070843066)",1.517440130509604,0.4136677382709152,2.348595978577609,trapezoidal,3,0.1818268932625986,0.10581752370904862,0.1541390581618597,0.0008773392567141603,0.0,0.9471467607616145,apogee,rocket_0037,dataset\trajectories\rocket_0037_trajectory.csv
9,16.943771465018152,84.13746083291598,Pro75-3G,0.08224356934693583,22.6470753713063,"(12.260136314347669, 12.260136314347669, 0.09061630916355248)",1.5053009943831785,0.21339927566704286,2.2740347018112703,trapezoidal,3,0.2440443425963923,0.15535775210884514,0.1497142086780006,0.0032306049189447465,0.0,1.1481049064561917,apogee,rocket_0038,dataset\trajectories\rocket_0038_trajectory.csv
5,166.51054954475097,88.31466487995303,Pro75M1670,0.09988313357855365,13.96111643640345,"(15.40875982755034, 15.40875982755034, 0.01991531311186428)",1.634360913914673,0.3479211508064057,2.5028899546254477,trapezoidal,3,0.18650474245348736,0.10977063275122306,0.18168558365504478,0.0011495174300514166,0.0,0.9469936731578343,apogee,rocket_0039,dataset\trajectories\rocket_0039_trajectory.csv
3,53.9614266142484,84.79330476703599,Pro75-3G,0.0732294886496322,9.722118783852512,"(11.751943028672784, 11.751943028672784, 0.03659636986193043)",2.36766517647737,0.42320129018844405,2.9939788553725135,elyptique,3,0.3338116807636132,0.06778378836496746,0.14136185642916507,0.013453035152761717,0.0,1.0247555047074923,apogee,rocket_0040,dataset\trajectories\rocket_0040_trajectory.csv
5,348.2138498306696,85.43299903371158,Pro54-5G Barasinga,0.04885425948300348,10.431165600063823,"(12.643205090205925, 12.643205090205925, 0.019186577166067482)",1.1342058306656955,0.2656479680760018,1.6637445567173947,trapezoidal,3,0.27952713114306516,0.06620201897645789,0.16164635345333014,0.0803120808148836,0.0,0.9581973452507215,apogee,rocket_0041,dataset\trajectories\rocket_0041_trajectory.csv
8,23.52415640924427,88.48764071134791,Pro75M1670,0.06712413582924741,17.909454256844782,"(12.12895142401989, 12.12895142401989, 0.07766824650130058)",1.4846359390442836,0.5590244196053751,2.632550095173502,trapezoidal,4,0.21368774787241307,0.07906723651374073,0.2494208025200884,0.014925232063185823,0.0,1.150193750925451,apogee,rocket_0042,dataset\trajectories\rocket_0042_trajectory.csv
1,78.90680948933654,88.70449349803421,Pro75-3G,0.1018332180960142,12.69292544181122,"(7.161798410202246, 7.161798410202246, 0.015759685164808836)",2.1694744583703502,0.49345686515129356,2.7571233472494594,trapezoidal,3,0.19187859109326588,0.09257939857199357,0.18564225480944424,0.08712151474823167,0.0,1.091514758916388,apogee,rocket_0043,dataset\trajectories\rocket_0043_trajectory.csv
9,258.3362219592752,84.62318276758919,Pro54-5G Barasinga,0.05806386297163954,16.42885335035648,"(8.369571640515426, 8.369571640515426, 0.043784596055764506)",1.4362408750701208,0.30520715768647977,2.5223207827652425,trapezoidal,4,0.31332952038276707,0.11559215377697388,0.12239711442784522,0.030509103990543154,0.0,0.816632863447954,apogee,rocket_0044,dataset\trajectories\rocket_0044_trajectory.csv
8,157.66219423716473,84.32563920309802,Pro75M1670,0.14597537156022014,24.88019210094186,"(29.94955160898136, 29.94955160898136, 0.09727515666525603)",1.2707857214118217,0.38134519214548224,2.2757324553717435,trapezoidal,4,0.17873840026064702,0.06394876131860239,0.20227081336238323,0.036387456253217314,0.0,0.999994264796095,apogee,rocket_0045,dataset\trajectories\rocket_0045_trajectory.csv
10,100.52807473358183,84.26417713855388,Pro75-3G,0.057152294461412054,17.283960774455583,"(13.222643608968287, 13.222643608968287, 0.01837285426418139)",1.5622342050401177,0.38104802526716974,2.7999316790178477,trapezoidal,3,0.2459943332585799,0.13243111898580734,0.1434420284615035,0.06509862026964007,0.0,1.1172599762941005,apogee,rocket_0046,dataset\trajectories\rocket_0046_trajectory.csv
8,225.10532826963268,87.5456204421144,Pro75-3G,0.07287152180040485,21.562304884919254,"(16.162937594678787, 16.162937594678787, 0.0812069075402359)",0.9367477488543422,0.42559052629082406,1.7830201114305455,trapezoidal,4,0.258932336396941,0.18548260846751508,0.15461891816842716,0.012947591689889272,0.0,0.9384569740518315,apogee,rocket_0047,dataset\trajectories\rocket_0047_trajectory.csv
5,249.69305933428416,87.16742466151005,Pro75M1670,0.07466793883662635,10.00762599658617,"(9.559373582779514, 9.559373582779514, 0.02465355206974609)",1.2806873677418067,0.5663895285235574,2.1560449344500183,trapezoidal,3,0.23818728735669537,0.08464453995485309,0.24878424976353555,0.06687351543744686,0.0,0.8503963932039144,apogee,rocket_0048,dataset\trajectories\rocket_0048_trajectory.csv
1,159.64896094685588,86.53177682432047,Pro75M1670,0.07802489864476597,6.772312744578441,"(4.780390697891573, 4.780390697891573, 0.032623578808369164)",1.6036764209954573,0.20913966260369304,2.4246966503073617,trapezoidal,3,0.1707595400957922,0.060915499682298556,0.20693018071378416,0.013708733010291775,0.0,1.0039811093615219,apogee,rocket_0049,dataset\trajectories\rocket_0049_trajectory.csv
1,9.870922745873823,87.88475970941558,Pro54-5G Barasinga,0.08392672194190762,7.897645864838607,"(5.747565998936834, 5.747565998936834, 0.011447082158829398)",1.0111362074364854,0.36021307528673663,1.7340572783599548,trapezoidal,4,0.27489037034929215,0.07454431334124638,0.13911883333472175,0.09946351598668875,0.0,0.8505538301257753,apogee,rocket_0050,dataset\trajectories\rocket_0050_trajectory.csv
2,146.46176370811165,84.81032791062401,Pro75M1670,0.06146947064581075,15.741930829537674,"(15.058120488291195, 15.058120488291195, 0.027257308715671218)",1.1744187521115845,0.5015364057062808,2.08485789805448,trapezoidal,3,0.25120459096433007,0.17802635303842435,0.18339795298540224,0.0633673216015403,0.0,1.1126825060662902,apogee,rocket_0051,dataset\trajectories\rocket_0051_trajectory.csv
3,281.6526324454025,84.9166616540409,Pro75-3G,0.1146515986867454,13.887033684501395,"(10.489498289334879, 10.489498289334879, 0.04028677831394094)",1.8699497709909576,0.36071726657809966,2.500629750317688,trapezoidal,3,0.18412915172228503,0.1371537766226935,0.12038802777109152,0.06345327303920084,0.0,1.0765201066753538,apogee,rocket_0052,dataset\trajectories\rocket_0052_trajectory.csv
6,331.13388017143365,88.86542996668031,Pro75-3G,0.05616272941263367,21.183780382251335,"(23.078084353158406, 23.078084353158406, 0.09922939586159535)",1.168624431291024,0.32409804021175315,2.0397285976323714,trapezoidal,4,0.25473162466249527,0.16941738216205476,0.13725172973107413,0.09978355824109242,0.0,1.1561067886761238,apogee,rocket_0053,dataset\trajectories\rocket_0053_trajectory.csv
1,205.02524122396045,86.8258309838003,Pro54-5G Barasinga,0.046065279923985715,19.041280621040073,"(12.488911940013613, 12.488911940013613, 0.026104723356561086)",1.4872412129915238,0.4208743640195326,2.885157630892833,elyptique,4,0.3061585205272901,0.13386710006226868,0.24105087950724863,0.06936313604522228,0.0,1.1587014824494222,apogee,rocket_0054,dataset\trajectories\rocket_0054_trajectory.csv
6,286.86207366755644,88.72998233262602,Pro54-5G Barasinga,0.08758766364524515,11.503482739253567,"(10.348583318231375, 10.348583318231375, 0.053924183000990514)",2.067865191384363,0.47988086023671345,2.745681500871642,trapezoidal,4,0.3221832945588512,0.10869881138255405,0.23328516380307537,0.07087089477654102,0.0,0.8395704044946726,apogee,rocket_0055,dataset\trajectories\rocket_0055_trajectory.csv
5,328.79188085103254,86.36798097093975,Pro54-5G Barasinga,0.14748956245829495,9.985774709514441,"(5.336503928998991, 5.336503928998991, 0.03903636766599558)",1.3618007499391382,0.5734012329757846,2.0589555499848515,elyptique,4,0.1876767217493942,0.06177719104419132,0.22775979966788318,0.08010828415795257,0.0,0.8619563481725144,apogee,rocket_0056,dataset\trajectories\rocket_0056_trajectory.csv
0,304.3457202008322,86.10887591519653,Pro75-3G,0.051116194209319815,14.57426884301626,"(11.111307719569648, 11.111307719569648, 0.06447317091110408)",2.1695165502870433,0.22488116151074442,2.8668777846189877,trapezoidal,4,0.32179932432846714,0.23416283165777985,0.1546954485031956,0.020150222744544546,0.0,0.8246299587659218,apogee,rocket_0057,dataset\trajectories\rocket_0057_trajectory.csv
10,187.68628620154874,88.762904699973,Pro75-3G,0.05236639468847596,12.089007743205055,"(9.319402190007843, 9.319402190007843, 0.026999033400807105)",1.1911246657705832,0.4089908915836963,1.7508960110311602,elyptique,3,0.33591412852154745,0.0745680889847753,0.129220209273139,0.006427502765142934,0.0,1.1150724243356578,apogee,rocket_0058,dataset\trajectories\rocket_0058_trajectory.csv
10,92.7810009216406,86.8811781848585,Pro75M1670,0.11371504417325226,11.233807501994388,"(14.173026814344464, 14.173026814344464, 0.052778485947273475)",1.4300552672578448,0.46965152514276537,2.198600790904277,trapezoidal,3,0.32579023797634377,0.2279014733503838,0.16146937996023572,0.09457304905214531,0.0,1.0637636017216758,apogee,rocket_0059,dataset\trajectories\rocket_0059_trajectory.csv
10,97.39231144187447,86.62975587336057,Pro75M1670,0.06389420728416749,7.206617619045708,"(10.091229716824209, 10.091229716824209, 0.027785871144391114)",0.8120222877864336,0.563516815353405,1.6034911902164868,elyptique,3,0.15125728869084776,0.09634060303120556,0.2167802148780973,0.08808134276777309,0.0,0.8417156808664921,apogee,rocket_0060,dataset\trajectories\rocket_0060_trajectory.csv
6,138.33545681381372,85.96170985730144,Pro75-3G,0.044487134912198016,11.044547307547834,"(7.837186253838308, 7.837186253838308, 0.047074069468836174)",1.54783108673664,0.4376614688000588,2.5442842147326,elyptique,4,0.26266186958292304,0.11653809781395542,0.10668887879500522,0.0788306080233896,0.0,0.880811333106791,apogee,rocket_0061,dataset\trajectories\rocket_0061_trajectory.csv
4,170.99262155542755,86.137744142897,Pro54-5G Barasinga,0.043608023986502924,22.560695885323437,"(16.776567244496793, 16.776567244496793, 0.10377472141890692)",1.4451471837367165,0.2603608553143891,2.6550017025817625,trapezoidal,4,0.31423117247558363,0.150674051606522,0.19991631389578168,0.08528277281540457,0.0,0.8889045900413394,apogee,rocket_0062,dataset\trajectories\rocket_0062_trajectory.csv
10,157.32368330025554,84.39846549560738,Pro75-3G,0.08249571751840111,7.1621571450377175,"(7.709097941705428, 7.709097941705428, 0.02279159679459527)",1.703861892706943,0.30152114061912,2.6887840822634836,elyptique,4,0.2689975018747375,0.2129494122695449,0.21688924281319755,0.009015385700964319,0.0,0.839326732000864,apogee,rocket_0063,dataset\trajectories\rocket_0063_trajectory.csv
9,157.61793727409594,88.90986629333631,Pro54-5G Barasinga,0.08824100919832693,7.76962506042099,"(10.243482203179575, 10.243482203179575, 0.016845817859934428)",0.9809723532239977,0.2188431719906955,1.7006130441600669,trapezoidal,3,0.3460003188383897,0.1437197475731673,0.20466452883648056,0.07274337980201685,0.0,1.104758824490805,apogee,rocket_0064,dataset\trajectories\rocket_0064_trajectory.csv
5,342.2756102905073,87.32710303278573,Pro54-5G Barasinga,0.042698112820582265,23.81923031154827,"(13.39329519638393, 13.39329519638393, 0.03771033399518063)",2.2751707189354398,0.5363964183768515,2.89493782040325,elyptique,3,0.24556439666154112,0.15730065134297766,0.24809542701232656,0.009318395498267263,0.0,1.0454931432420016,apogee,rocket_0065,dataset\trajectories\rocket_0065_trajectory.csv
1,261.4081936421361,85.82640610708599,Pro75M1670,0.046795255917304004,18.34267390148663,"(15.937999274651933, 15.937999274651933, 0.08533933384292824)",1.1436190678415148,0.33591302884919366,2.184444751135926,trapezoidal,3,0.27369615301117484,0.20815594329797715,0.18387057842417662,0.060597411011321684,0.0,1.1661519300522356,apogee,rocket_0066,dataset\trajectories\rocket_0066_trajectory.csv
1,283.9522876535218,87.85036007661829,Pro75M1670,0.1255649737145116,18.311543072972853,"(23.732690023570584, 23.732690023570584, 0.058422113951648785)",1.4359596046102465,0.45507725741613264,2.5836982665757153,trapezoidal,4,0.18129335039091293,0.13529646222168557,0.17593809891135348,0.07092669602055661,0.0,1.1302969992254799,apogee,rocket_0067,dataset\trajectories\rocket_0067_trajectory.csv
3,257.2509422258907,84.93661872351159,Pro54-5G Barasinga,0.09036238411676778,19.51035016384635,"(11.177557625322711, 11.177557625322711, 0.07716117499046277)",1.3407105339493994,0.5545750797717366,2.5918494417422657,elyptique,3,0.17602775301945006,0.13350545129762814,0.23130224683672135,0.0936864782469893,0.0,0.9392199774147852,apogee,rocket_0068,dataset\trajectories\rocket_0068_trajectory.csv
7,202.57295578157624,85.83136397305846,Pro75M1670,0.11048435341755763,17.189686802108106,"(9.015099774887256, 9.015099774887256, 0.06258477505606493)",0.9822708087942953,0.2144414693835214,1.951689264737823,trapezoidal,4,0.1587187937030139,0.11733877104729733,0.18854146237085856,0.09816128489885384,0.0,1.1496076156236703,apogee,rocket_0069,dataset\trajectories\rocket_0069_trajectory.csv
6,63.122595652895306,87.23493406852721,Pro75-3G,0.04799620760272314,8.664880007187246,"(6.128381845051946, 6.128381845051946, 0.024017330167844957)",1.703570951396178,0.529343628338242,2.494001442126776,elyptique,3,0.16831687917619495,0.06464452025908421,0.15706052302753487,0.05927375867914856,0.0,0.8276075216639392,apogee,rocket_0070,dataset\trajectories\rocket_0070_trajectory.csv
