delay,heading,ramp_inclinaison,motor_name,radius,mass,inertia,center_of_mass_without_motor,cone_length,rocket_length,fin_cat,number_of_ailerons,root_chord,tip_chord,span,fins_pos,fin_inclinaison,drag_coeff,trigger,rocket_id,trajectory_file,wind_velocity_x,wind_velocity_y
1,205.02524122396045,86.8258309838003,Pro54-5G Barasinga,0.0460652799239857,19.041280621040077,"(12.488911940013613, 12.488911940013613, 0.026104723356561086)",1.4872412129915238,0.4208743640195326,2.885157630892833,elyptique,4,0.3061585205272901,0.1338671000622686,0.2410508795072486,0.0693631360452222,0.0,1.1587014824494222,apogee,rocket_0054,dataset\trajectories\rocket_0054_trajectory.csv,5.0054166108071,-3.2701367138572666
6,286.86207366755644,88.72998233262602,Pro54-5G Barasinga,0.0875876636452451,11.503482739253569,"(10.348583318231375, 10.348583318231375, 0.053924183000990514)",2.067865191384363,0.4798808602367134,2.745681500871642,trapezoidal,4,0.3221832945588512,0.108698811382554,0.2332851638030753,0.070870894776541,0.0,0.8395704044946726,apogee,rocket_0055,dataset\trajectories\rocket_0055_trajectory.csv,4.851061303467843,-2.7955895976115053
5,328.79188085103254,86.36798097093975,Pro54-5G Barasinga,0.1474895624582949,9.98577470951444,"(5.336503928998991, 5.336503928998991, 0.03903636766599558)",1.3618007499391382,0.5734012329757846,2.0589555499848515,elyptique,4,0.1876767217493942,0.0617771910441913,0.2277597996678831,0.0801082841579525,0.0,0.8619563481725144,apogee,rocket_0056,dataset\trajectories\rocket_0056_trajectory.csv,4.49307818878253,-3.334975206886298
0,304.3457202008322,86.10887591519653,Pro75-3G,0.0511161942093198,14.57426884301626,"(11.111307719569648, 11.111307719569648, 0.06447317091110408)",2.1695165502870437,0.2248811615107444,2.866877784618988,trapezoidal,4,0.3217993243284671,0.2341628316577798,0.1546954485031956,0.0201502227445445,0.0,0.8246299587659218,apogee,rocket_0057,dataset\trajectories\rocket_0057_trajectory.csv,-0.3770947103207668,-4.383587934670906
10,187.68628620154877,88.762904699973,Pro75-3G,0.0523663946884759,12.089007743205055,"(9.319402190007843, 9.319402190007843, 0.026999033400807105)",1.1911246657705832,0.4089908915836963,1.7508960110311602,elyptique,3,0.3359141285215474,0.0745680889847753,0.129220209273139,0.0064275027651429,0.0,1.1150724243356578,apogee,rocket_0058,dataset\trajectories\rocket_0058_trajectory.csv,2.2116717497838856,0.3545158723573989
10,92.7810009216406,86.8811781848585,Pro75M1670,0.1137150441732522,11.233807501994388,"(14.173026814344464, 14.173026814344464, 0.052778485947273475)",1.4300552672578448,0.4696515251427653,2.198600790904277,trapezoidal,3,0.3257902379763437,0.2279014733503838,0.1614693799602357,0.0945730490521453,0.0,1.0637636017216758,apogee,rocket_0059,dataset\trajectories\rocket_0059_trajectory.csv,2.2116717497838856,0.3545158723573989
10,97.39231144187448,86.62975587336057,Pro75M1670,0.0638942072841674,7.206617619045708,"(10.091229716824209, 10.091229716824209, 0.027785871144391114)",0.8120222877864336,0.563516815353405,1.6034911902164868,elyptique,3,0.1512572886908477,0.0963406030312055,0.2167802148780973,0.088081342767773,0.0,0.8417156808664921,apogee,rocket_0060,dataset\trajectories\rocket_0060_trajectory.csv,2.2116717497838856,0.3545158723573989
6,138.33545681381372,85.96170985730144,Pro75-3G,0.044487134912198,11.044547307547834,"(7.837186253838308, 7.837186253838308, 0.047074069468836174)",1.54783108673664,0.4376614688000588,2.5442842147326,elyptique,4,0.262661869582923,0.1165380978139554,0.1066888787950052,0.0788306080233896,0.0,0.880811333106791,apogee,rocket_0061,dataset\trajectories\rocket_0061_trajectory.csv,4.851061303467843,-2.7955895976115053
4,170.99262155542755,86.137744142897,Pro54-5G Barasinga,0.0436080239865029,22.56069588532344,"(16.776567244496793, 16.776567244496793, 0.10377472141890692)",1.4451471837367165,0.2603608553143891,2.6550017025817625,trapezoidal,4,0.3142311724755836,0.150674051606522,0.1999163138957816,0.0852827728154045,0.0,0.8889045900413394,apogee,rocket_0062,dataset\trajectories\rocket_0062_trajectory.csv,10.962671274577827,-1.7709293253944107
10,157.32368330025554,84.39846549560738,Pro75-3G,0.0824957175184011,7.1621571450377175,"(7.709097941705428, 7.709097941705428, 0.02279159679459527)",1.703861892706943,0.30152114061912,2.688784082263484,elyptique,4,0.2689975018747375,0.2129494122695449,0.2168892428131975,0.0090153857009643,0.0,0.839326732000864,apogee,rocket_0063,dataset\trajectories\rocket_0063_trajectory.csv,2.2116717497838856,0.3545158723573989
9,157.61793727409594,88.90986629333631,Pro54-5G Barasinga,0.0882410091983269,7.76962506042099,"(10.243482203179575, 10.243482203179575, 0.016845817859934428)",0.9809723532239976,0.2188431719906955,1.7006130441600669,trapezoidal,3,0.3460003188383897,0.1437197475731673,0.2046645288364805,0.0727433798020168,0.0,1.104758824490805,apogee,rocket_0064,dataset\trajectories\rocket_0064_trajectory.csv,3.502083834084912,0.0696858527949351
